State, Community Name,Population,AgePct16t24,NumbUrban,NumUnderPov,PctNotHSGrad,PctUnemployed,PctWorkMom,perCapInc,ViolentCrimesPerPop
6,Martinez City,0.04,0.24,0.05,0.02,0.18,0.21,0.61,0.51,0.14
6,Palm Springs City,0.05,0.18,0.06,0.04,0.39,0.32,0.42,0.5,0.52
1,Daphne City,0,0.22,0,0.01,0.17,0.22,0.53,0.42,0.05
48,SugarLand City,0.02,0.16,0.04,0,0.13,0.21,0.58,0.66,0.09
39,Fremont City,0.01,0.3,0,0.02,0.46,0.68,0.57,0.21,0.14
5,Hot Springs City,0.04,0.21,0,0.07,0.63,0.42,0.52,0.22,0.36
51,Vienna  Town,0.01,0.24,0.02,0,0.15,0.09,0.69,0.64,0.04
6,Fresno City,0.55,0.37,0.56,0.76,0.54,0.56,0.15,0.22,0.59
25,Gloucester City,0.03,0.24,0.05,0.02,0.42,0.42,0.56,0.37,0.49
6,Lomita City,0.02,0.27,0.03,0.02,0.35,0.26,0.34,0.4,0.53
29,Mexico City,0,0.2,0,0.01,0.52,0.25,0.75,0.24,0.06
1,Jacksonville City,0,1,0,0.02,0.43,0.51,0.69,0.16,0.19
6,Hanford City,0.03,0.3,0,0.04,0.5,0.6,0.29,0.21,0.28
6,Oakdale City,0,0.31,0,0.01,0.54,0.7,0.34,0.23,0.14
5,Blytheville City,0.02,0.39,0,0.05,0.59,0.57,0.44,0.13,0.9
18,New Castle City,0.01,0.3,0,0.03,0.64,0.77,0.57,0.17,0.05
12,Margate City,0.05,0.18,0.07,0.03,0.44,0.31,0.67,0.33,0.15
22,Alexandria City,0.06,0.31,0.08,0.12,0.55,0.77,0.54,0.2,1
34,Woodbury City,0,0.23,0.02,0.01,0.47,0.53,0.68,0.3,0.21
9,Wilton  Town,0.01,0.2,0.01,0,0.06,0.2,0.11,1,0.02
16,Moscow City,0.01,1,0,0.03,0.1,0.37,0.55,0.17,0.07
5,El Dorado City,0.02,0.24,0,0.05,0.57,0.48,0.51,0.21,0.21
40,El Reno City,0.01,0.24,0,0.03,0.48,0.51,0.59,0.17,0.21
47,Dyersburg City,0.01,0.32,0,0.03,0.8,0.47,0.5,0.21,0.4
34,West Caldwell  Township,0,0.22,0.02,0,0.17,0.06,0.51,0.7,0.04
48,Mc Allen City,0.12,0.4,0.13,0.25,0.75,0.7,0.26,0.16,0.31
39,Fairfield City,0.05,0.31,0.06,0.01,0.24,0.18,0.64,0.4,0.2
39,Reading City,0,0.31,0.02,0.01,0.47,0.28,0.49,0.3,0.05
40,Tulsa City,0.57,0.32,0.58,0.49,0.29,0.37,0.47,0.35,0.54
6,Montclair City,0.03,0.39,0.04,0.04,0.56,0.49,0.35,0.22,0.54
41,Mc Minnville City,0.01,0.44,0,0.02,0.32,0.27,0.45,0.25,0.11
12,Cape Coral City,0.1,0.17,0.12,0.04,0.31,0.24,0.67,0.34,0.13
22,Crowley City,0.01,0.29,0,0.04,0.83,0.76,0.21,0.1,0.42
51,Harrisonburg City,0.03,1,0,0.05,0.39,0.26,0.6,0.22,0.06
6,Clearlake City,0,0.15,0,0.02,0.68,0.89,0.18,0.15,0.7
4,Phoenix City,1,0.33,1,1,0.36,0.41,0.53,0.31,0.45
51,Poquoson City,0,0.28,0.02,0,0.25,0.12,0.58,0.4,0.15
25,Methuen  Town,0.05,0.26,0.06,0.03,0.45,0.49,0.62,0.36,0.15
39,Springdale City,0,0.27,0.02,0,0.29,0.18,0.68,0.42,0.12
5,Sherwood City,0.01,0.27,0.03,0.01,0.2,0.17,0.76,0.35,0.11
39,Dublin City,0.01,0.11,0.03,0,0,0,0.27,0.88,0.03
34,Somers Point City,0,0.23,0.02,0.01,0.36,0.16,0.79,0.43,0.09
40,Ardmore City,0.02,0.21,0,0.04,0.48,0.51,0.51,0.25,0.3
48,Victoria City,0.07,0.3,0.09,0.09,0.51,0.43,0.41,0.25,0.39
23,Scarborough  Town,0,0.23,0.01,0,0.18,0.25,0.72,0.44,0.05
48,Canyon City,0,0.82,0,0.02,0.23,0.35,0.8,0.19,0.03
54,Wheeling City,0.04,0.25,0.06,0.05,0.43,0.42,0.53,0.26,0.22
6,Laguna Beach City,0.02,0.17,0.04,0.01,0.07,0.04,0.58,1,0.33
48,Balch Springs City,0.01,0.38,0.03,0.02,0.63,0.3,0.5,0.15,0.83
32,Henderson City,0.09,0.25,0.1,0.04,0.29,0.32,0.52,0.39,0.11
42,Plains  Township,0,0.19,0.02,0.01,0.54,0.4,0.42,0.22,0.07
48,Nacogdoches City,0.03,1,0,0.08,0.47,0.46,0.6,0.15,0.28
9,Brookfield  Town,0.01,0.25,0.02,0,0.14,0.22,0.5,0.66,0.02
12,Tarpon Springs City,0.01,0.2,0.03,0.02,0.44,0.44,0.45,0.29,0.41
34,Ocean City City,0.01,0.25,0.02,0.01,0.22,0.26,0.65,0.52,0.12
4,Glendale City,0.22,0.37,0.23,0.15,0.29,0.36,0.58,0.29,0.34
55,Neenah City,0.02,0.23,0.04,0.01,0.26,0.24,0.55,0.34,0.07
19,Boone City,0,0.22,0,0.01,0.28,0.19,0.74,0.24,0.05
42,Upper Chichester Township,0.01,0.31,0.02,0,0.36,0.12,0.57,0.34,0.12
25,Swampscott Town,0.01,0.22,0.02,0,0.12,0.24,0.45,0.7,0.04
48,Sherman City,0.03,0.39,0.05,0.04,0.42,0.46,0.64,0.27,0.3
45,Mount Pleasant Town,0.03,0.24,0.05,0.02,0.14,0.05,0.64,0.47,0.06
54,South Charleston City,0.01,0.19,0.02,0.01,0.29,0.27,0.63,0.32,0.09
32,LasVegas City,0.4,0.29,0.41,0.26,0.4,0.41,0.59,0.33,0.42
55,Wausau City,0.04,0.27,0.06,0.04,0.42,0.21,0.58,0.27,0.02
25,Somerville City,0.11,0.52,0.12,0.08,0.42,0.39,0.51,0.34,0.1
39,Tiffin City,0.01,0.45,0,0.02,0.4,0.4,0.75,0.21,0.07
48,Richardson City,0.1,0.22,0.12,0.03,0.09,0.2,0.57,0.56,0.11
53,Anacortes City,0,0.13,0,0.01,0.31,0.52,0.38,0.32,0.03
42,Muhlenberg Township,0,0.17,0.02,0.01,0.49,0.13,0.6,0.35,0.06
23,Westbrook City,0.01,0.32,0.03,0.01,0.35,0.28,0.78,0.28,0.03
25,Danvers Town,0.02,0.26,0.04,0.01,0.21,0.31,0.72,0.47,0.11
6,Rosemead City,0.07,0.42,0.08,0.09,0.82,0.55,0.16,0.16,0.52
48,Jacksonville City,0,0.37,0,0.03,0.69,0.58,0.42,0.14,0.25
48,North Richland Hills City,0.06,0.31,0.07,0.02,0.21,0.24,0.69,0.37,0.11
12,Miami Beach City,0.13,0.16,0.15,0.21,0.6,0.59,0.37,0.39,0.82
39,Bedford Heights City,0,0.32,0.02,0.01,0.42,0.35,0.81,0.31,0.14
34,Metuchenborough,0,0.2,0.02,0,0.23,0.14,0.49,0.62,0.08
9,New Canaan Town,0.01,0.2,0.02,0,0.06,0.11,0.14,1,0.02
56,Rock Springs City,0.01,0.26,0,0.01,0.29,0.3,0.52,0.33,0.27
42,Yeadon Borough,0,0.2,0.02,0.01,0.33,0.31,0.96,0.35,0.15
54,Martinsburg City,0.01,0.26,0,0.02,0.56,0.55,0.6,0.22,0.16
47,Clarksville City,0.11,0.59,0.12,0.08,0.31,0.39,0.43,0.21,0.47
48,Belton City,0,0.43,0.02,0.03,0.66,0.58,0.43,0.14,0.12
25,Fall River City,0.13,0.34,0.15,0.12,0.95,0.67,0.55,0.2,0.26
42,Montgomery Township,0,0.14,0.02,0,0.19,0.12,0.52,0.56,0.02
34,Camden City,0.12,0.42,0.14,0.28,0.9,1,0.15,0.07,1
48,Nederland City,0.01,0.25,0.03,0.01,0.25,0.2,0.29,0.31,0.06
29,Richmond Heights City,0,0.24,0.02,0.01,0.23,0.22,0.46,0.57,0.31
48,Hereford City,0.01,0.32,0,0.04,0.77,0.5,0.25,0.13,0.19
9,Windsor Locks  Town,0,0.27,0.02,0,0.38,0.26,0.92,0.43,0.06
6,Milpitas City,0.07,0.32,0.08,0.02,0.32,0.28,0.69,0.42,0.14
48,Terrell City,0,0.32,0,0.02,0.65,0.69,0.66,0.15,0.35
55,Menomonie City,0.01,1,0,0.03,0.33,0.49,0.59,0.15,0.02
6,Santa Paula City,0.02,0.38,0,0.03,0.71,0.49,0.52,0.22,0.36
6,Fairfield City,0.11,0.36,0.12,0.05,0.26,0.37,0.44,0.29,0.39
46,Pierre City,0,0.18,0,0.01,0.24,0.08,1,0.25,0.12
42,Altoona City,0.07,0.28,0.08,0.08,0.46,0.53,0.42,0.18,0.13
6,Rialto City,0.1,0.31,0.11,0.08,0.46,0.53,0.29,0.23,0.57
5,Springdale City,0.03,0.31,0.05,0.02,0.52,0.17,0.66,0.23,0.07
28,Jackson City,0.3,0.39,0.31,0.39,0.43,0.58,0.71,0.24,0.59
28,McComb City,0,0.28,0,0.04,0.63,0.75,0.46,0.11,0.31
37,Elizabeth City,0.01,0.47,0,0.03,0.63,0.55,0.35,0.13,0.34
9,Suffield  Town,0,0.24,0,0,0.19,0.17,0.57,0.66,0.02
53,Moses Lake City,0,0.27,0,0.01,0.45,0.4,0.59,0.2,0.47
39,Kent City,0.03,1,0.05,0.05,0.22,0.43,0.32,0.14,0.16
6,La Palma City,0.01,0.41,0.02,0.01,0.17,0.09,0.54,0.49,0.15
38,James Town City,0.01,0.3,0,0.01,0.41,0.2,0.94,0.21,0.05
6,Los Alamitos City,0,0.35,0.02,0,0.22,0.23,0.52,0.49,0.15
34,Roxbury  Township,0.02,0.28,0.03,0,0.22,0.15,0.44,0.53,0.04
36,Binghamton City,0.07,0.41,0.08,0.09,0.45,0.54,0.4,0.24,0.12
12,Panama City,0.04,0.28,0.05,0.06,0.51,0.51,0.52,0.24,0.39
25,Weymouth Town,0.07,0.31,0.09,0.02,0.19,0.33,0.6,0.45,0.18
18,Jasper City,0,0.26,0,0,0.43,0.08,0.94,0.34,0.1
12,Daytona Beach City,0.08,0.55,0.1,0.12,0.45,0.51,0.54,0.23,0.86
51,Hopewell City,0.02,0.32,0.04,0.03,0.57,0.46,0.54,0.23,0.29
39,New Philadelphia City,0.01,0.26,0,0.02,0.39,0.55,0.48,0.22,0.07
48,University Park City,0.02,0.65,0.04,0.01,0.01,0.12,0.03,1,0.06
34,Roselle Borough,0.02,0.29,0.03,0.01,0.38,0.49,0.63,0.41,0.2
45,Sumter City,0.05,0.4,0.07,0.07,0.37,0.32,0.37,0.22,0.6
48,Cleburne City,0.02,0.28,0,0.03,0.54,0.57,0.34,0.24,0.14
34,Florence  Township,0,0.25,0.01,0.01,0.43,0.24,0.63,0.35,0.12
9,Monroe  Town,0.01,0.27,0.02,0,0.16,0.23,0.44,0.56,0.04
34,Aberdeen  Township,0.01,0.28,0.03,0,0.28,0.3,0.52,0.49,0.12
6,Maywood City,0.03,0.58,0.04,0.05,1,0.85,0.09,0.06,0.36
40,Ponca City,0.03,0.21,0,0.02,0.33,0.28,0.54,0.3,0.1
48,Waxahachie City,0.01,0.38,0,0.03,0.51,0.47,0.62,0.19,0.27
25,Holliston Town,0,0.28,0.02,0,0.08,0.31,0.75,0.55,0.02
25,Milford Town,0.02,0.3,0,0.01,0.4,0.42,0.59,0.37,0.01
49,Cedar City,0.01,0.69,0,0.02,0.17,0.35,0.43,0.13,0.04
34,FairLawnborough,0.03,0.17,0.05,0.01,0.31,0.19,0.46,0.59,0.03
34,Teaneck Township,0.04,0.3,0.06,0.01,0.2,0.26,0.64,0.64,0.11
12,Largo City,0.09,0.16,0.1,0.04,0.39,0.2,0.7,0.32,0.26
27,Robbinsdale City,0.01,0.17,0.02,0.01,0.25,0.25,0.93,0.35,0.15
9,Derby Town,0,0.27,0.02,0.01,0.49,0.46,0.55,0.4,0.08
6,SanFernando City,0.02,0.45,0.04,0.04,1,0.65,0.2,0.13,0.47
29,Kirkwood City,0.03,0.15,0.04,0.01,0.18,0.14,0.5,0.58,0.1
18,BeechGrove City,0.01,0.29,0.02,0.01,0.39,0.24,0.52,0.33,0.07
6,Claremont City,0.04,0.64,0.05,0.01,0.1,0.23,0.61,0.59,0.15
29,Washington City,0,0.26,0,0,0.43,0.18,0.82,0.28,0.21
34,Piscataway Township,0.06,0.74,0.07,0.01,0.25,0.26,0.67,0.41,0.13
41,WestLinn City,0.01,0.19,0.03,0.01,0.11,0.1,0.64,0.52,0.12
39,Hamilton City,0.08,0.29,0.1,0.09,0.58,0.52,0.42,0.2,0.59
25,Fitchburg City,0.05,0.44,0.07,0.05,0.54,0.61,0.4,0.24,0.7
39,Vermilion City,0,0.27,0.02,0.01,0.32,0.27,0.56,0.33,0.03
42,Hanover Borough,0.01,0.27,0,0.01,0.6,0.16,0.58,0.3,0.06
9,Torrington  Town,0.04,0.25,0,0.02,0.47,0.29,0.71,0.39,0.1
55,Janesville City,0.07,0.28,0.08,0.04,0.31,0.35,0.68,0.32,0.08
34,Voorhees Township,0.02,0.23,0.04,0.01,0.19,0.09,0.46,0.68,0.11
48,Mount Pleasant City,0,0.35,0,0.03,0.67,0.22,0.59,0.17,0.15
37,Sanford City,0.01,0.26,0,0.03,0.51,0.44,0.8,0.2,0.51
1,Mountain Brook City,0.02,0.13,0.03,0,0.02,0.04,0.2,1,0.02
44,Portsmouth  Town,0.01,0.23,0.02,0.01,0.22,0.32,0.62,0.44,0.06
48,Port Lavaca City,0,0.3,0,0.02,0.62,0.67,0.3,0.16,0.51
12,Delray Beach City,0.06,0.14,0.07,0.05,0.43,0.46,0.65,0.56,0.58
25,Weston Town,0,0.37,0.01,0,0.02,0.18,0.26,1,0.05
34,Millburn Township,0.01,0.2,0.03,0,0.1,0.07,0.17,1,0.05
12,Dunedin City,0.04,0.15,0.05,0.02,0.3,0.2,0.76,0.4,0.21
6,Stockton City,0.32,0.35,0.33,0.4,0.58,0.7,0.18,0.21,0.65
36,Greenburgh Town,0.12,0.21,0.13,0.03,0.19,0.24,0.4,0.84,0.1
48,Plainview City,0.02,0.37,0,0.04,0.66,0.52,0.45,0.17,0.23
34,Elmwood Park Borough,0.01,0.26,0.03,0,0.56,0.29,0.46,0.44,0.05
34,Ventnor City,0,0.23,0.02,0.01,0.34,0.16,0.37,0.48,0.13
36,Rochester City,0.36,0.39,0.37,0.48,0.54,0.58,0.38,0.22,0.48
53,Redmond City,0.04,0.29,0.06,0.01,0.07,0.12,0.6,0.51,0.06
6,Placentia City,0.05,0.45,0.07,0.03,0.3,0.23,0.55,0.47,0.14
35,Hobbs City,0.03,0.29,0,0.06,0.59,0.49,0,0.17,0.54
34,Montclair Township,0.04,0.25,0.06,0.02,0.2,0.32,0.68,0.82,0.21
6,Ceres City,0.03,0.28,0.04,0.04,0.57,0.68,0.39,0.22,0.25
41,Corvallis City,0.06,0.98,0,0.07,0.11,0.33,0.48,0.23,0.09
55,Menomonee Falls Village,0.03,0.23,0.04,0.01,0.24,0.15,0.75,0.41,0.04
34,North Bergen Township,0.06,0.26,0.08,0.04,0.62,0.5,0.43,0.36,0.12
1,Mobile City,0.3,0.35,0.31,0.39,0.43,0.61,0.51,0.25,0.44
22,Houma City,0.03,0.3,0.05,0.07,0.66,0.55,0.08,0.16,0.6
12,Oviedo City,0,0.22,0.02,0.01,0.14,0.18,0.55,0.31,0.34
18,Terre Haute City,0.08,0.59,0.09,0.09,0.48,0.55,0.53,0.18,0.13
25,Ashland  Town,0,0.23,0.02,0,0.16,0.3,0.61,0.58,0.15
8,Arvada City,0.13,0.27,0.14,0.05,0.18,0.3,0.74,0.36,0.11
6,Corcoran City,0.01,0.5,0,0.02,0.75,0.86,0.19,0.1,0.32
34,Hillside Township,0.02,0.32,0.03,0.01,0.49,0.39,0.72,0.39,0.38
25,Walpole Town,0.02,0.27,0.03,0,0.17,0.27,0.64,0.51,0.12
6,San Leandro City,0.09,0.22,0.11,0.03,0.34,0.31,0.6,0.43,0.37
9,Water Town,0.02,0.29,0.03,0,0.4,0.3,0.66,0.43,0.08
49,Pleasant Grove City,0.01,0.31,0.02,0.01,0.22,0.33,0.39,0.12,0.04
13,Peachtree City,0.01,0.2,0,0,0.07,0.23,0.31,0.48,0
9,Avon Town,0.01,0.18,0.01,0,0.1,0.06,0.3,1,0.02
34,Jefferson Township,0.01,0.24,0.01,0,0.2,0.13,0.52,0.5,0.03
2,Anchorage City,0.35,0.32,0.35,0.14,0.14,0.4,0.53,0.5,0.36
25,WestSpringfield Town,0.03,0.27,0.04,0.02,0.36,0.3,0.52,0.37,0.25
34,Morris Town,0.01,0.27,0.03,0.01,0.36,0.29,0.6,0.58,0.33
27,Northfield City,0.01,1,0,0.01,0.25,0.13,0.87,0.2,0.04
48,Temple City,0.06,0.28,0.07,0.08,0.45,0.42,0.52,0.27,0.48
48,SanJuan City,0,0.44,0.02,0.04,1,0.93,0.17,0.03,0.13
18,Greenwood City,0.03,0.31,0.04,0.01,0.28,0.1,0.66,0.38,0.01
48,Lamesa City,0,0.24,0,0.03,0.87,0.79,0,0.13,0.29
39,Salem City,0,0.24,0,0.01,0.45,0.3,0.29,0.22,0.02
25,Franklin  Town,0.02,0.39,0.03,0,0.19,0.3,0.52,0.45,0.03
12,Eustis City,0,0.18,0,0.02,0.52,0.47,0.64,0.23,0.21
42,Scranton City,0.12,0.35,0.13,0.11,0.51,0.41,0.38,0.2,0.12
6,Oxnard City,0.21,0.42,0.22,0.16,0.68,0.42,0.51,0.24,0.41
34,Bergenfield Borough,0.02,0.24,0.04,0.01,0.29,0.29,0.58,0.47,0.06
6,Perris City,0.02,0.32,0,0.03,0.63,0.65,0.13,0.16,0.57
37,Albemarle City,0.01,0.26,0,0.02,0.7,0.42,0.8,0.23,0.37
47,Memphis City,0.96,0.36,0.97,1,0.51,0.58,0.62,0.22,0.67
18,Lawrence City,0.03,0.28,0.04,0.02,0.35,0.27,0.79,0.3,0.11
34,Ridgefield Parkvillage,0,0.28,0.02,0.01,0.36,0.25,0.48,0.49,0.03
34,Hammonton Town,0,0.32,0,0.01,0.6,0.26,0.56,0.36,0.1
55,German Townvillage,0.01,0.27,0.02,0,0.2,0.1,0.78,0.39,0.03
22,Monroe City,0.07,0.52,0.09,0.17,0.55,0.83,0.42,0.17,0.81
24,Frederick City,0.05,0.36,0.06,0.03,0.37,0.14,0.67,0.35,0.51
53,MountVernon City,0.01,0.32,0,0.02,0.3,0.36,0.56,0.29,0.09
34,Hillsborough Township,0.03,0.2,0.03,0,0.12,0.17,0.58,0.6,0.01
6,Hillsborough Town,0,0.23,0.02,0,0.03,0.09,0,1,0.03
6,Orange City,0.16,0.4,0.18,0.08,0.3,0.25,0.54,0.48,0.2
13,Waycross City,0.01,0.27,0,0.04,0.78,0.53,0.46,0.13,0.3
39,Mentor City,0.06,0.24,0.07,0.01,0.22,0.2,0.57,0.4,0.03
34,West NewYork Town,0.05,0.33,0.06,0.06,0.9,0.57,0.32,0.24,0.23
6,MillValley City,0,0.09,0.02,0,0.03,0.11,0.57,1,0.12
48,LiveOak City,0,0.3,0.02,0,0.11,0.24,0.72,0.28,0.11
35,Portales City,0,0.75,0,0.03,0.67,0.65,0.26,0.11,0.12
42,Falls Township,0.04,0.27,0.06,0.01,0.29,0.25,0.63,0.35,0.06
51,Manassas City,0.03,0.35,0.04,0.01,0.26,0.15,0.68,0.46,0.12
6,Palos Verdes Estates City,0.01,0.2,0.02,0,0.04,0.17,0.01,1,0.04
6,Manteca City,0.05,0.3,0,0.04,0.43,0.44,0.33,0.26,0.25
53,Tacoma City,0.27,0.33,0.28,0.26,0.35,0.46,0.41,0.24,0.76
25,Harwich Town,0,0.13,0,0,0.19,0.6,0.43,0.34,0.15
36,Kingston City,0.02,0.26,0,0.02,0.54,0.33,0.49,0.31,0.14
1,Athens City,0.01,0.31,0,0.02,0.59,0.37,0.47,0.27,0.23
45,Greer City,0,0.29,0.02,0.02,0.94,0.4,0.45,0.15,0.55
53,WallaWalla City,0.03,0.41,0,0.04,0.35,0.61,0.45,0.21,0.37
37,Goldsboro City,0.05,0.36,0.06,0.07,0.43,0.28,0.45,0.19,0.61
22,Lake Charles City,0.1,0.35,0.11,0.15,0.53,0.72,0.33,0.22,0.37
41,Salem City,0.16,0.32,0.17,0.13,0.31,0.4,0.57,0.26,0.14
34,Hoboken City,0.04,0.42,0.05,0.05,0.52,0.38,0.19,0.51,0.32
36,Syracuse City,0.25,0.55,0.26,0.31,0.5,0.53,0.42,0.21,0.35
12,Sunrise City,0.09,0.18,0.1,0.04,0.35,0.28,0.62,0.32,0.21
10,Dover City,0.03,0.6,0.04,0.03,0.29,0.21,0.69,0.31,0.37
29,Crestwood City,0,0.17,0.02,0,0.27,0.23,0.46,0.46,0.05
9,Clinton Town,0,0.26,0,0,0.22,0.27,0.67,0.43,0.03
34,Brigantine City,0,0.31,0.02,0.01,0.31,0.24,0.7,0.46,0.14
25,Gardner City,0.02,0.26,0,0.02,0.56,0.63,0.47,0.28,0.34
34,Glen Rock Borough,0,0.16,0.02,0,0.07,0.07,0.36,0.78,0.03
25,Westwood Town,0,0.29,0.02,0,0.1,0.29,0.43,0.73,0.03
34,Jackson Township,0.04,0.27,0.03,0.01,0.34,0.34,0.49,0.38,0.03
42,MiddleTownship,0.05,0.25,0.07,0.01,0.24,0.17,0.54,0.42,0.04
28,Starkville City,0.01,0.88,0,0.05,0.34,0.42,0.57,0.17,0.29
34,Bridgeton City,0.01,0.32,0,0.04,0.73,0.67,0.45,0.18,0.93
39,Troy City,0.02,0.26,0,0.02,0.4,0.25,0.57,0.26,0.05
33,Laconia City,0.01,0.27,0,0.01,0.39,0.5,0.7,0.33,0.26
6,Apple Valley Town,0.06,0.26,0.07,0.04,0.33,0.51,0.22,0.33,0.28
25,Pittsfield City,0.06,0.27,0.08,0.04,0.37,0.49,0.44,0.35,0.22
48,Grapevine City,0.03,0.23,0.05,0.01,0.16,0.14,0.57,0.49,0.12
34,Haddon Township,0.01,0.2,0.02,0,0.28,0.07,0.54,0.46,0.13
33,Merrimack Town,0.02,0.27,0,0,0.13,0.29,0.7,0.48,0.01
6,Palmdale City,0.09,0.25,0.11,0.05,0.34,0.44,0.3,0.32,0.49
6,El Segundo City,0.01,0.25,0.02,0.01,0.14,0.16,0.56,0.63,0.18
6,Garden Grove City,0.21,0.37,0.23,0.13,0.44,0.38,0.45,0.3,0.25
34,Cliffside Park Borough,0.02,0.22,0.03,0.01,0.43,0.35,0.16,0.64,0.05
22,Shreveport City,0.3,0.3,0.31,0.45,0.44,0.79,0.54,0.22,0.53
21,Danville City,0,0.43,0,0.02,0.58,0.51,0.65,0.18,0.32
6,Highland City,0.04,0.33,0.05,0.05,0.44,0.57,0.25,0.25,0.36
12,Deerfield Beach City,0.06,0.12,0.07,0.04,0.44,0.27,0.73,0.41,0.34
36,Utica City,0.09,0.36,0.11,0.13,0.57,0.63,0.42,0.19,0.18
45,Aiken City,0.02,0.23,0.03,0.03,0.35,0.28,0.52,0.36,0.21
6,Fullerton City,0.17,0.45,0.18,0.1,0.28,0.26,0.4,0.48,0.22
29,Berkeley City,0,0.37,0.02,0.02,0.5,0.82,0.84,0.19,0.35
27,Minneapolis City,0.58,0.39,0.58,0.6,0.29,0.42,0.48,0.33,0.75
21,Florence City,0.01,0.32,0.03,0.01,0.4,0.16,0.62,0.26,0.19
36,Oneonta City,0.01,1,0,0.02,0.34,0.31,0.6,0.16,0.05
6,Carpinteria City,0.01,0.35,0.02,0.01,0.4,0.19,0.77,0.36,0.2
25,Swansea Town,0.01,0.33,0.02,0.01,0.46,0.26,0.7,0.34,0.08
13,Alpharetta City,0,0.26,0.02,0,0.1,0.1,0.49,0.53,0.03
9,Windsor Town,0.03,0.23,0.04,0.01,0.3,0.25,0.67,0.5,0.03
21,Nicholasville City,0.01,0.32,0,0.01,0.62,0.3,0.61,0.18,0.19
23,Auburn City,0.02,0.3,0.04,0.02,0.39,0.42,0.63,0.29,0.03
55,Superior City,0.03,0.34,0.04,0.04,0.38,0.65,0.49,0.19,0.11
45,WestColumbia City,0,0.37,0.02,0.01,0.5,0.22,0.7,0.23,0.78
25,Medford City,0.08,0.4,0.09,0.03,0.35,0.35,0.51,0.4,0.32
40,Enid City,0.06,0.27,0,0.06,0.41,0.41,0.46,0.23,0.37
6,Pinole City,0.01,0.23,0.03,0.01,0.23,0.25,0.77,0.44,0.33
5,Benton City,0.01,0.26,0,0.02,0.52,0.29,0.6,0.22,0.19
40,Stillwater City,0.04,1,0,0.07,0.16,0.38,0.62,0.19,0.11
6,Tracy City,0.04,0.26,0,0.02,0.39,0.46,0.42,0.31,0.29
34,Totowa Borough,0,0.28,0.02,0,0.56,0.2,0.48,0.44,0.08
55,Fitchburg City,0.01,0.44,0.02,0.01,0.1,0.05,0.76,0.43,0.1
12,Fort Myers City,0.06,0.35,0.07,0.08,0.55,0.38,0.65,0.25,1
34,Weehawken  Township,0,0.29,0.02,0.01,0.51,0.54,0.34,0.42,0.24
48,CedarHill City,0.02,0.23,0.03,0.01,0.22,0.18,0.74,0.34,0.04
48,Lubbock City,0.28,0.58,0.29,0.32,0.42,0.41,0.52,0.24,0.27
22,Kenner City,0.1,0.33,0.11,0.09,0.38,0.44,0.48,0.26,0.5
56,Sheridan City,0.01,0.22,0,0.01,0.34,0.35,0.7,0.24,0.06
6,Montebello City,0.08,0.4,0.09,0.07,0.69,0.42,0.2,0.24,0.53
1,Jasper City,0.01,0.23,0,0.02,0.62,0.32,0.37,0.26,0.53
40,Edmond City,0.07,0.34,0.08,0.03,0.14,0.2,0.49,0.41,0.07
55,Beaver Dam City,0.01,0.22,0,0.01,0.41,0.23,0.74,0.24,0.11
53,Kelso City,0,0.34,0.02,0.02,0.47,0.69,0.11,0.19,0.31
35,Roswell City,0.06,0.32,0,0.08,0.53,0.4,0.44,0.19,0.34
51,Chesapeake City,0.23,0.29,0.23,0.12,0.39,0.23,0.64,0.3,0.18
6,Rancho Cucamonga City,0.15,0.31,0.16,0.05,0.22,0.28,0.41,0.41,0.14
16,Idaho Falls City,0.05,0.31,0.07,0.04,0.26,0.27,0.5,0.27,0.14
55,Monroe City,0,0.23,0,0.01,0.36,0.22,0.91,0.33,0.03
9,Waterford Town,0.01,0.21,0.03,0,0.3,0.24,0.51,0.49,0.14
12,Haines City,0,0.27,0,0.02,0.83,0.93,0.52,0.13,0.45
39,Bexley City,0,0.41,0.02,0.01,0.05,0.1,0.63,0.81,0.12
35,Gallup City,0.01,0.27,0,0.04,0.43,0.35,0.55,0.18,0.66
40,Broken Arrow City,0.08,0.22,0.09,0.03,0.15,0.19,0.5,0.3,0.07
24,Laurel City,0.02,0.3,0.03,0.01,0.21,0.07,0.81,0.57,0.26
48,Mission City,0.03,0.38,0.05,0.1,0.84,0.84,0.15,0.06,0.07
55,Sheboygan City,0.06,0.26,0.08,0.04,0.42,0.31,0.74,0.26,0.06
47,Johnson City,0.06,0.48,0.08,0.07,0.5,0.41,0.36,0.27,0.1
39,Greenville City,0,0.22,0,0.01,0.48,0.44,0.74,0.22,0.04
48,De Soto City,0.03,0.27,0.05,0.01,0.18,0.22,0.84,0.44,0.11
37,Asheville City,0.08,0.27,0.1,0.09,0.43,0.33,0.67,0.27,0.29
39,Forest Park City,0.01,0.37,0.03,0.01,0.24,0.3,0.85,0.34,0.13
55,Wisconsin Rapids City,0.01,0.25,0,0.02,0.36,0.45,0.38,0.27,0.11
39,Seven Hills City,0,0.23,0.02,0,0.37,0.24,0.35,0.41,0.02
34,Lakewood Township,0.06,0.26,0.07,0.06,0.47,0.46,0.34,0.27,0.24
45,Columbia City,0.14,0.77,0.15,0.15,0.41,0.35,0.66,0.24,0.87
48,Rowlett City,0.02,0.16,0.04,0,0.14,0.14,0.72,0.41,0.14
